_id,id,pin,address,owner,parc_sq_ft,class,zoned_as,inventory_type,current_status,acquisition_method,acquisition_date,last_updated,latitude,longitude,census_tract,neighborhood_name,council_district,ward,fire_zone,police_zone,dpw_streets,dpw_enviro,dpw_parks
5984485,173844,0024G00060000000,1249 51 VOSKAMP ST,City of Pittsburgh,5700,Vacant Land,R1A-M,Hold for Study,Hold for Study,Purchase,,2021-02-25,40.4594329467,-79.9893495751,42003240600,Troy Hill,1,24,1-5,1,1,Northern,Northern
5984486,184781,0050E00015000000,408  N MATHILDA ST,City of Pittsburgh,756,Vacant Land,R1A-H,Public Sale,Sale Pending,Treasurer Sale,2015-10-30,2024-06-18,40.4678840418,-79.9456324386,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
5984487,177194,0083J00136000000,5511 BROAD ST,City of Pittsburgh,3000,Vacant Land,R2-H,Public Sale,Sale Pending,Treasurer Sale,1995-04-24,2024-06-17,40.4651435067,-79.9311997861,42003111400,Garfield,9,11,3-4,5,2,Central,Highland
5984488,179971,0124G00073000000,6407 DEAN ST,City of Pittsburgh,2500,Vacant Land,RM-M,Public Sale,Sale Pending,Treasurer Sale,2011-07-29,2024-06-26,40.4692272383,-79.9052639398,42003120300,Lincoln-Lemington-Belmar,9,12,3-15,5,2,Eastern,Highland
5984489,185038,0125B00027000000,603  LINCOLN AV,City of Pittsburgh,1296,Vacant Land,RM-H,Public Sale,Sale Pending,Treasurer Sale,2013-04-26,2024-06-27,40.46183192174893,-79.9078283214523,42003120400,Larimer,9,12,3-12,5,2,Eastern,Highland
5984490,183883,0125H00099000000,916  GERRITT ST,City of Pittsburgh,2760,Vacant Land,R2-L,Public Sale,Sale Pending,,,2024-06-07,40.45927905011239,-79.90167553132339,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Frick
5984491,178565,0125H00101000000,914 GERRITT ST,City of Pittsburgh,2760,Vacant Land,R2-L,Public Sale,Sale Pending,Treasurer Sale,2011-07-29,2024-06-07,40.4591996535,-79.9016921522,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Frick
5984492,178566,0125H00118000000,913 N MURTLAND ST,City of Pittsburgh,2760,Vacant Land,R2-L,Public Sale,Sale Pending,Treasurer Sale,2011-07-29,2024-06-07,40.4590904808,-79.9012131484,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Frick
5984493,179587,0174S00135000000,818-20 OAKWOOD ST,City of Pittsburgh,2183,Vacant Land,LNC,Public Sale,Sale Pending,Treasurer Sale,2012-10-26,2024-06-25,40.4545153405,-79.8856492851,42003130600,East Hills,9,13,3-17,5,2,Eastern,Frick
5984494,179588,0174S00135000A00,1 OAKWOOD PL,City of Pittsburgh,933,Vacant Land,LNC,Public Sale,Sale Pending,Treasurer Sale,1991-04-08,2024-06-25,40.4545270959,-79.8855761875,42003130600,East Hills,9,13,3-17,5,2,Eastern,Frick
5984495,184862,0057B00013000000,126  MANISON ST,City of Pittsburgh,2880,Vacant Land,R1A-H,Public Sale,Sale Pending,Treasurer Sale,2013-10-25,2024-06-04,40.4037026777,-79.9411411454,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
5984496,1104066,0057C00003000000,0 MANSION ST,City of Pittsburgh,2880,Vacant Land,R1A-H,Public Sale,Sale Pending,Treasurer Sale,2022-08-19,2024-06-04,40.4037172528,-79.9410675925,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
5984497,1011512,0057C00343000000,240 RENOVA ST,City of Pittsburgh,2463,Building,R1A-H,Public Sale,Sale Pending,Treasurer Sale,2019-08-16,2024-06-18,40.4018886571,-79.9373310958,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
5984498,1083338,0015D00083000A00,203 KINGSBORO ST,City of Pittsburgh,1198,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2021-12-17,2024-06-05,40.4219382812,-80.0022775893,42003180700,Mount Washington,3,18,4-5,3,5,Southern,Emerald
5984499,1079903,0020R00248000000,400 MARLOW ST,City of Pittsburgh,2500,Vacant Land,R1D-M,Public Sale,Sale Pending,Treasurer Sale,2020-12-18,2024-06-25,40.4445476762,-80.0369996109,42003562600,Elliott,2,20,1-17,6,5,Northern,Emerald
5984500,173244,0021P00070000000,2662 GLASGOW ST,City of Pittsburgh,2500,Vacant Land,H,Public Sale,Sale Pending,Treasurer Sale,1945-06-04,2024-06-13,40.4540981321,-80.0443890788,42003562500,Sheraden,2,20,1-16,6,5,Northern,Emerald
5984501,173245,0021P00078000000,22 CONESTOGA ST,City of Pittsburgh,6222,Vacant Land,H,Public Sale,Sale Pending,Treasurer Sale,1943-06-07,2024-06-13,40.4541609599,-80.0440955821,42003562500,Sheraden,2,20,1-16,6,5,Northern,Emerald
5984502,173256,0021P00124000000,0027 CONESTOGA ST,City of Pittsburgh,5750,Vacant Land,H,Public Sale,Sale Pending,,2000-06-14,2024-06-21,40.4539069158,-80.0436072215,42003562500,Sheraden,2,20,1-16,6,5,Northern,Emerald
5984503,173257,0021P00125000000,0029 CONESTOGA ST,City of Pittsburgh,2800,Vacant Land,H,Public Sale,Sale Pending,Treasurer Sale,1945-06-04,2024-06-21,40.4538233439,-80.0436731357,42003562500,Sheraden,2,20,1-16,6,5,Northern,Emerald
5984504,183398,0007B00318000000,1016  CHATEAU ST,City of Pittsburgh,1205,Vacant Land,R2-H,Public Sale,Available for Sale,Treasurer Sale,1975-06-02,2024-06-28,40.4514779226,-80.0272958381,42003210700,Manchester,6,21,1-8,1,1,Northern,Riverview
5984505,175538,0047B00180000000,1204 ROMANHOFF ST,City of Pittsburgh,54886,Not Classified,P,Park,Permanent City Ownership,Treasurer Sale,1948-06-07,2024-06-28,40.4701267033,-79.9933713964,42003262000,Spring Hill-City View,1,26,1-11,1,1,Northern,Riverview
5984506,1234338,0115H00326000000,0 SEMICIR ST,City of Pittsburgh,6266,Vacant Land,,Unknown,Hold for Study,Purchase,2020-05-18,2024-06-21,40.48703869489798,-80.0177691390151,,Perry North,1,26,1-15,1,1,Northern,Riverview
5984507,171938,0009M00094000000,1711 CLIFF ST,City of Pittsburgh,2210,Vacant Land,RM-M,PLB Transfer,Sale Pending,Treasurer Sale,2011-07-29,2024-06-03,40.4460338911,-79.986620027,42003030500,Crawford-Roberts,6,3,2-1,2,3,Central,Schenley
5984508,183286,0025S00238000000,2099  MARCELLA ST,City of Pittsburgh,8063,Vacant Land,RM-M,PLB Transfer,Sale Pending,Treasurer Sale,1946-06-03,2024-06-03,40.4535616173,-79.9664287156,42003050900,Bedford Dwellings,6,5,2-5,2,3,Central,Schenley
5984509,1104053,0010F00031000000,0 WEBSTER AVE,City of Pittsburgh,1139,Vacant Land,RM-M,Public Sale,Sale Pending,Treasurer Sale,2022-08-19,2024-06-06,40.4478671665,-79.9761744932,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
5984510,1104057,0026N00091000000,0 WEBSTER AVE,City of Pittsburgh,2400,Vacant Land,R2-L,Public Sale,Sale Pending,Treasurer Sale,2022-08-19,2024-06-06,40.454082591,-79.9627221044,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
5984511,184553,0014E00274000000,618  FREELAND,City of Pittsburgh,3125,Vacant Land,R1D-H,Public Sale,Sale Pending,Unknown,1983-07-18,2019-05-28,40.4188952945,-79.9964748123,42003180300,Allentown,3,18,4-21,3,5,Southern,Emerald
5984512,184273,0124P00205000000,515  LOWELL ST,City of Pittsburgh,1800,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2013-04-26,2019-05-06,40.46281649904832,-79.91051411185478,42003120400,Larimer,9,12,3-12,5,2,Eastern,Highland
5984513,985749,0045B00089000000,2717 STAYTON ST,City of Pittsburgh,1523,Vacant Land,R1A-VH,Public Sale,Cancelled,Treasurer Sale,2018-04-20,2019-05-15,40.470082194,-80.0276630183,42003271500,Marshall-Shadeland,1,27,1-14,1,1,Northern,Riverview
5984514,985750,0045B00089000A00,2719 STAYTON ST,City of Pittsburgh,958,Vacant Land,R1A-VH,Public Sale,Cancelled,Treasurer Sale,2018-04-20,2019-05-15,40.4701535565,-80.0276894469,42003271500,Marshall-Shadeland,1,27,1-14,1,1,Northern,Riverview
5984515,176433,0056F00242000000,212 FLOWERS AVE,City of Pittsburgh,3000,Vacant Land,R1A-H,Public Sale,Sale Pending,Treasurer Sale,2012-10-26,2018-04-12,40.4101850292,-79.9420533334,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
5984516,184568,0059P00110000001,354  BECKS RUN RD,City of Pittsburgh,54953,Vacant Land,R1D-L,Hold for Study,Hold for Study,Sheriff Sale,1951-11-01,2018-04-18,40.39519416,-79.9779690511,42003290400,Carrick,4,29,4-15,3,3,Southern,Schenley
5984517,178730,0138H00280000000,241 HORNING AVE,City of Pittsburgh,21284,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1959-06-19,2018-04-18,40.3816013948,-79.9830667558,42003290400,Carrick,4,29,4-23,3,3,Southern,Schenley
5984518,176765,0061H00143000002,1601 EDGEBROOK AVE,City of Pittsburgh,44472,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,2002-07-11,2018-04-18,40.4015388549,-80.002089424,42003320600,Brookline,4,32,4-25,6,5,Southern,Emerald
5984519,177482,0095J00264000000,129 JACOB ST,City of Pittsburgh,35640,Vacant Land,R1D-M,Hold for Study,Hold for Study,Treasurer Sale,1950-06-05,2018-04-18,40.3874971869,-79.9981425555,42003320700,Overbrook,4,32,4-25,3,5,Southern,Schenley
5984520,174584,0035G00251000000,345 CAPE MAY AVE,City of Pittsburgh,21000,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,1950-06-05,2018-04-18,40.4095771872,-80.0207388675,42003192000,Beechview,4,19,4-28,6,5,Southern,Emerald
5984521,171459,0004J00066000000,622 GRACE ST,City of Pittsburgh,2500,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,1985-10-07,2022-03-24,40.4265436011,-80.0160133563,42003191400,Mount Washington,2,19,4-27,3,5,Southern,Western
5984522,177484,0095K00080000000,2213 SAW MILL RUN BLVD,City of Pittsburgh,6202,Vacant Land,R1D-H,Hold for Study,Hold for Study,Treasurer Sale,1984-10-01,2022-03-22,40.3878212591,-79.9951294586,42003320400,Overbrook,4,32,4-23,3,4,Southern,Southern
5984523,1083143,0011F00003000000,0 LOMBARD ST,City of Pittsburgh,5795,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4397319216,-79.9785011961,42003030500,Crawford-Roberts,6,3,2-1,2,3,Central,Schenley
5984524,1083216,0013P00184000000,0 WENKE ST,City of Pittsburgh,4441,Vacant Land,P,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4144519682,-79.9769468598,42003561600,Arlington,3,16,4-8,3,4,Southern,Southern
5984525,1083224,0014A00338000000,0 E WARRINGTON AVE,City of Pittsburgh,3521,Vacant Land,LNC,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4214973656,-79.9960946115,42003180300,Allentown,3,18,4-21,3,4,Southern,Western
5984526,1083225,0014G00157000000,941 LOYAL WAY,City of Pittsburgh,3125,Building,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4198374895,-79.9891058477,42003180300,Allentown,3,18,4-6,3,4,Southern,Western
5984527,1083226,0015K00210000000,42 LAFFERTY AVE,City of Pittsburgh,1040,Vacant Land,R2-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4172818374,-80.0082884258,42003562400,Beltzhoover,3,18,4-16,3,4,Southern,Southern
5984528,1083227,0015K00211000000,44 LAFFERTY AVE,City of Pittsburgh,1040,Vacant Land,R2-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.417302208,-80.008232123,42003562400,Beltzhoover,3,18,4-16,3,4,Southern,Southern
5984529,1083229,0019B00047000000,859 STEUBEN ST,City of Pittsburgh,5150,Vacant Land,R1D-L,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.44249854,-80.0424401191,42003562600,Elliott,2,20,1-17,6,5,Northern,Western
5984530,1083230,0019B00096000000,901 NEIDEL ST,City of Pittsburgh,6000,Building,R1D-L,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.441925642,-80.0424634582,42003562600,Elliott,2,20,1-17,6,5,Northern,Western
5984531,173091,0020P00178000000,1024 CRUCIBLE ST,City of Pittsburgh,1805,Vacant Land,R2-H,Public Sale,Sale Pending,Treasurer Sale,2002-07-11,2022-03-23,40.4440077657,-80.0424297451,42003562600,Elliott,2,20,1-17,6,5,Northern,Western
5984532,173092,0020P00179000000,1022 CRUCIBLE ST,City of Pittsburgh,1805,Vacant Land,R2-H,Public Sale,Sale Pending,Treasurer Sale,2006-09-22,2022-03-23,40.4439777293,-80.0423744194,42003562600,Elliott,2,20,1-17,6,5,Northern,Western
5984533,1083246,0022G00155000000,967 KIRKBRIDE ST,City of Pittsburgh,579,Vacant Land,R1A-M,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4594726599,-80.0214185353,42003250700,California-Kirkbride,6,25,1-9,1,1,Northern,Northern
5984534,1083245,0022L00229000000,0 SEDGWICK ST,City of Pittsburgh,593,Vacant Land,R1A-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4560796334,-80.0227642482,42003210700,Manchester,6,21,1-8,1,1,Northern,Northern
5984535,1083247,0023B00082000000,1915 FEDERAL ST EXT,City of Pittsburgh,5640,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4624177263,-80.0093383136,42003261400,Perry South,6,25,1-10,1,1,Northern,Northern
5984536,1083248,0023B00087000000,0 FEDERAL ST EXT,City of Pittsburgh,7680,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4621459315,-80.0092220912,42003261400,Perry South,6,25,1-10,1,1,Northern,Northern
5984537,1083146,0026K00235000000,0 WEBSTER AVE,City of Pittsburgh,2651,Vacant Land,R2-L,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4553640107,-79.9617541202,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
5984538,1083148,0027A00262000000,0 OSSIPEE ST,City of Pittsburgh,1595,Vacant Land,R2-L,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4516107023,-79.9632436188,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
5984539,1083149,0027A00275000000,0 CHEROKEE ST,City of Pittsburgh,906,Vacant Land,R2-L,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4518967573,-79.9628902678,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
5984540,1083150,0027A00275000A00,0 CHEROKEE ST,City of Pittsburgh,900,Vacant Land,R2-L,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4518908482,-79.962836502,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
5984541,1083233,0042G00039000000,3052 GLEN MAWR ST,City of Pittsburgh,2500,Building,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4580339172,-80.053654552,42003562500,Sheraden,2,20,1-16,6,5,Northern,Western
5984542,1083234,0042H00145000000,330 MINTON ST,City of Pittsburgh,1875,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.45788171,-80.0508494614,42003562500,Sheraden,2,20,1-16,6,5,Northern,Western
5984543,1083235,0042L00020000000,3046 ZEPHYR AVE,City of Pittsburgh,5000,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4574920662,-80.0542722056,42003562500,Sheraden,2,20,1-16,6,5,Northern,Western
5984544,1083236,0042L00027000000,3047 ZEPHYR AVE,City of Pittsburgh,2916,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4573338296,-80.0547318493,42003562500,Sheraden,2,20,1-16,6,5,Northern,Western
5984545,1083238,0042L00063000000,3030 BERGMAN ST,City of Pittsburgh,4500,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.45619986,-80.0541477273,42003562500,Sheraden,2,20,1-16,6,5,Northern,Western
5984546,1083240,0042M00056000000,3014 ZEPHYR AVE,City of Pittsburgh,3000,Building,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4568076279,-80.0536283535,42003562500,Sheraden,2,20,1-16,6,5,Northern,Western
5984547,1083241,0042N00329000000,1322 JEFFERS ST,City of Pittsburgh,5282,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4532853858,-80.0657173556,42003202200,Sheraden,2,20,1-16,6,5,Northern,Western
5984548,1083242,0042S00184000000,0 ZEPHYR AVE,City of Pittsburgh,5540,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4533867002,-80.0510518615,42003562500,Sheraden,2,20,1-16,6,5,Northern,Western
5984549,1083243,0042S00223000000,0 ZEPHYR AVE,City of Pittsburgh,5662,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4537729361,-80.0508071127,42003562500,Sheraden,2,20,1-16,6,5,Northern,Western
5984550,1083272,0044H00102000000,1516 WOODLAND AVE,City of Pittsburgh,1643,Building,R1A-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4685807338,-80.0339928234,42003271500,Marshall-Shadeland,1,27,1-14,1,1,Northern,Northern
5984551,1083252,0046A00128000000,213 LURAY ST,City of Pittsburgh,6151,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4715624867,-80.0135413369,42003261500,Perry South,6,26,1-23,1,1,Northern,Northern
5984552,1083253,0046E00259000000,0 W MCINTYRE AVE,City of Pittsburgh,3031,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4682912367,-80.0122018114,42003261400,Perry South,6,26,1-12,1,1,Northern,Northern
5984553,1083261,0046F00295000000,0 MAPLE AVE,City of Pittsburgh,3500,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4684777808,-80.0080638641,42003261400,Perry South,6,26,1-22,1,1,Northern,Northern
5984554,1083263,0046F00315000000,0 E BURGESS ST,City of Pittsburgh,8440,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4680148266,-80.0080729199,42003261400,Perry South,6,26,1-22,1,1,Northern,Northern
5984555,1083265,0046J00273000000,212 CHESTER AVE,City of Pittsburgh,1897,Building,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4673045537,-80.0120100106,42003261400,Perry South,6,26,1-12,1,1,Northern,Northern
5984556,1083250,0046P00226000000,1917 FEDERAL ST EXT,City of Pittsburgh,4048,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4624898822,-80.0093571163,42003261400,Perry South,6,25,1-10,1,1,Northern,Northern
5984557,1083275,0060H00272000000,0 LEOLYN ST,City of Pittsburgh,3750,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.3997080891,-79.9860675757,42003290200,Carrick,4,29,4-12,3,4,Southern,Southern
5984558,1083244,0071G00168000000,3674 HARLOW PL,City of Pittsburgh,8100,Vacant Land,R1D-L,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4599718324,-80.0720226446,42003563000,Chartiers City,2,20,1-16,6,5,Northern,Western
5984559,1083268,0077P00125000000,0 SHERLOCK ST,City of Pittsburgh,4600,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4738643197,-80.0087341524,42003261500,Perry South,1,26,1-23,1,1,Northern,Northern
5984560,1083269,0077P00126000000,0 SHERLOCK ST,City of Pittsburgh,2300,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4739745731,-80.0087378175,42003261500,Perry South,1,26,1-23,1,1,Northern,Northern
5984561,1083271,0077P00272000000,2729 PERRYSVILLE AVE,City of Pittsburgh,5790,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4733593193,-80.0108201395,42003261500,Perry South,6,26,1-23,1,1,Northern,Northern
5984562,1083170,0124L00102000000,0 DEARY ST,City of Pittsburgh,3000,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4655611082,-79.9036690867,42003120300,Lincoln-Lemington-Belmar,9,12,3-15,5,2,Eastern,Northeast
5984563,1083172,0124L00200000000,0 ROWAN ST,City of Pittsburgh,3000,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4652137931,-79.9038474575,42003120300,Lincoln-Lemington-Belmar,9,12,3-15,5,2,Eastern,Northeast
5984564,1083173,0124L00201000000,0 ROWAN ST,City of Pittsburgh,3000,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4652604657,-79.9039206867,42003120300,Lincoln-Lemington-Belmar,9,12,3-15,5,2,Eastern,Northeast
5984565,1083174,0124L00203000000,0 ROWAN ST,City of Pittsburgh,3600,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4653502826,-79.9040691536,42003120300,Lincoln-Lemington-Belmar,9,12,3-15,5,2,Eastern,Northeast
5984566,1083175,0124M00001000000,0 ROWAN ST,City of Pittsburgh,3000,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4650922777,-79.9036332725,42003120300,Lincoln-Lemington-Belmar,9,12,3-15,5,2,Eastern,Northeast
5984567,1083176,0124M00002000000,0 ROWAN ST,City of Pittsburgh,3000,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4650500693,-79.9035670684,42003120300,Lincoln-Lemington-Belmar,9,12,3-15,5,2,Eastern,Northeast
5984568,1083177,0124M00012000000,0 DEARY ST,City of Pittsburgh,2500,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.465522721,-79.9035957386,42003120300,Lincoln-Lemington-Belmar,9,12,3-15,5,2,Eastern,Northeast
5984569,1083180,0124S00136000000,6826 LYRIC ST,City of Pittsburgh,2400,Building,R2-L,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4628698739,-79.9026856446,42003120700,Homewood West,9,12,3-18,5,2,Eastern,Eastern
5984570,1083186,0125C00227000000,0 INWOOD ST,City of Pittsburgh,4080,Vacant Land,R2-L,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4604537364,-79.9048376122,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Eastern
5984571,1083188,0172N00158000000,6940 HARTMAN LN,City of Pittsburgh,3525,Building,R1D-L,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4730766467,-79.8963317956,42003561900,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Northeast
5984572,1083189,0174A00050000000,7133 MOUNT VERNON ST,City of Pittsburgh,2325,Vacant Land,R2-L,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4619220166,-79.8959782662,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Eastern
5984573,1083196,0174G00090000000,7739 MONTICELLO ST,City of Pittsburgh,3900,Vacant Land,R2-L,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4585032195,-79.8869545328,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Eastern
5984574,1083201,0232C00004000000,2053 FRANKELLA AVE,City of Pittsburgh,4080,Building,R1D-L,Public Sale,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4521245167,-79.8708275614,42003130600,East Hills,9,13,3-19,5,2,Eastern,Eastern
5984575,1083144,0010K00216000000,0 LAWSON ST,City of Pittsburgh,2000,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4467533518,-79.9765441553,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
5984576,1083145,0010L00122000000,0 WYLIE AVE,City of Pittsburgh,1741,Vacant Land,LNC,URA Transfer,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4473259144,-79.9740827186,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
5984577,1083147,0026P00087000000,808 CLARISSA ST,City of Pittsburgh,1983,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4528282514,-79.9595744463,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
5984578,1083220,0032F00207000000,817 SCHULER ST,City of Pittsburgh,5078,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4095949209,-79.9750773144,42003561700,St. Clair,3,16,4-8,3,4,Southern,Southern
5984579,1083221,0032F00216000000,731 SCHULER ST,City of Pittsburgh,5078,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4096760017,-79.9758758263,42003561700,St. Clair,3,16,4-8,3,4,Southern,Southern
5984580,1083222,0032G00300000000,829 SCHULER ST,City of Pittsburgh,5078,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4095295021,-79.9744576236,42003561700,St. Clair,3,16,4-8,3,4,Southern,Southern
5984581,1083254,0046F00277000000,0 MAPLE AVE,City of Pittsburgh,2750,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4675876626,-80.0083586343,42003261400,Perry South,6,26,1-22,1,1,Northern,Northern
5984582,1083255,0046F00282000000,0 MAPLE AVE,City of Pittsburgh,6615,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4679283076,-80.0085342089,42003261400,Perry South,6,26,1-22,1,1,Northern,Northern
5984583,1083256,0046F00287000000,0 MAPLE AVE,City of Pittsburgh,3500,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4681413566,-80.0083063803,42003261400,Perry South,6,26,1-22,1,1,Northern,Northern
5984584,1083257,0046F00289000000,0 MAPLE AVE,City of Pittsburgh,3500,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4682292809,-80.0082485723,42003261400,Perry South,6,26,1-22,1,1,Northern,Northern
5984585,1083258,0046F00291000000,0 MAPLE AVE,City of Pittsburgh,1750,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4682836696,-80.0082000131,42003261400,Perry South,6,26,1-22,1,1,Northern,Northern
5984586,1083259,0046F00292000000,0 MAPLE AVE,City of Pittsburgh,1750,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2021-10-15,2022-03-22,40.4683287456,-80.0081722633,42003261400,Perry South,6,26,1-22,1,1,Northern,Northern
