_id,id,pin,address,owner,parc_sq_ft,class,zoned_as,inventory_type,current_status,acquisition_method,acquisition_date,last_updated,latitude,longitude,census_tract,neighborhood_name,council_district,ward,fire_zone,police_zone,dpw_streets,dpw_enviro,dpw_parks
5985778,179487,0174P00022000000,571 RICHLAND ST,City of Pittsburgh,2288,Vacant Land,R1A-VH,URA Transfer,Sale Pending,Treasurer Sale,1974-06-03,2017-04-07,40.453080057,-79.8931227095,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
5985779,179488,0174P00024000000,567 RICHLAND LN,City of Pittsburgh,2256,Vacant Land,R1A-VH,URA Transfer,Sale Pending,Treasurer Sale,2009-11-20,2017-04-07,40.4529711016,-79.8931937477,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
5985780,179490,0174P00034000000,7425 TIOGA ST,City of Pittsburgh,1980,Vacant Land,R1A-VH,URA Transfer,Sale Pending,Treasurer Sale,2007-05-11,2017-04-07,40.45295001,-79.8937674294,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
5985781,179491,0174P00036000000,564 PANKE AVE,City of Pittsburgh,2200,Vacant Land,R1A-VH,URA Transfer,Sale Pending,Treasurer Sale,2009-11-20,2017-04-07,40.4530908257,-79.8935257305,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
5985782,179492,0174P00040000000,572 PANKE AVE,City of Pittsburgh,2277,Vacant Land,R1A-VH,URA Transfer,Sale Pending,Treasurer Sale,2009-11-20,2017-04-07,40.4533263158,-79.8933957148,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
5985783,185178,0175B00147000000,7535  SUSQUEHANNA ST,City of Pittsburgh,2800,Vacant Land,R1A-VH,URA Transfer,Sale Pending,Treasurer Sale,2007-05-11,2017-04-07,40.451641787229725,-79.8924419587083,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
5985784,179614,0175B00152000000,7545 N BRADDOCK AVE,City of Pittsburgh,2025,Vacant Land,UI,URA Transfer,Sale Pending,Treasurer Sale,2007-05-11,2017-04-07,40.4515144817,-79.8921223778,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
5985785,550119,0175C00020000000,7629  MULFORD ST,City of Pittsburgh,,Vacant Land,RM-M,URA Transfer,Sale Pending,Treasurer Sale,2016-04-29,2017-04-07,40.4525257581,-79.8901600959,42003130400,Homewood South,9,13,3-17,5,2,Eastern,Frick
5985786,977839,0107M00040000000,2108 MAZETTE PL,City of Pittsburgh,4000,Building,R1D-L,Public Sale,Sale Pending,Treasurer Sale,2017-09-01,2022-05-06,40.4464606633,-80.0842316138,42003563000,Fairywood,2,28,1-16,6,5,Northern,Western
5985787,914378,0055S00180000000,0  INDUS ST,City of Pittsburgh,25200,Vacant Land,H,Unknown,Unknown,Treasurer Sale,2016-08-19,2022-05-25,40.4152538778,-79.935629712,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Eastern
5985788,172884,0019G00131000000,0504 WESTON WAY,City of Pittsburgh,23920,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,1959-06-01,2022-04-19,40.4386683542,-80.0382174534,42003562600,Elliott,2,20,1-17,6,5,Northern,Western
5985789,172887,0019G00206000000,0531 HARKER ST,City of Pittsburgh,45736,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,1971-06-21,2022-04-19,40.4391304979,-80.0387203619,42003562600,Elliott,2,20,1-17,6,5,Northern,Western
5985790,185079,0125D00099000000,1116  N MURTLAND ST,City of Pittsburgh,1866,Vacant Land,R2-L,Public Sale,Sale Pending,Treasurer Sale,2013-04-26,2022-04-25,40.460939137037904,-79.89993905766485,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Eastern
5985791,177043,0077P00315000000,2652 ELLIS ST,City of Pittsburgh,1194,Vacant Land,H,Public Sale,Sale Pending,Treasurer Sale,1990-08-06,2024-03-08,40.472385343,-80.0109313258,42003261500,Perry South,6,26,1-23,1,1,Northern,Riverview
5985792,184966,0124P00163000000,229  SHETLAND AV,City of Pittsburgh,2500,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2013-04-26,2024-03-01,40.463966164215066,-79.9093946172216,42003120400,Larimer,9,12,3-12,5,2,Eastern,Highland
5985793,179163,0174A00373000000,7100 MONTICELLO ST,City of Pittsburgh,2139,Vacant Land,R2-L,Public Sale,Sale Pending,Treasurer Sale,1975-06-02,2024-03-19,40.4601685703,-79.8974966779,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Frick
5985794,550099,0174F00285000000,7317  IDLEWILD ST,City of Pittsburgh,,Vacant Land,R2-L,Public Sale,Sale Pending,Treasurer Sale,2016-04-29,2024-03-05,40.4576441917,-79.8928459041,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Frick
5985795,184390,0010R00150000000,2303  CENTRE AVE,City of Pittsburgh,1094,Vacant Land,RM-M,Public Sale,Sale Pending,Treasurer Sale,2015-04-24,2024-03-05,40.4454500437,-79.9737814907,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
5985796,1011443,0010R00151000000,2301 CENTRE AVE,City of Pittsburgh,1089,Vacant Land,RM-M,Public Sale,Sale Pending,Treasurer Sale,2019-08-16,2024-03-05,40.4454279502,-79.9738283769,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
5985797,172198,0011D00129000000,2518 WYANDOTTE ST,City of Pittsburgh,1155,Vacant Land,R1A-H,Public Sale,Sale Pending,Treasurer Sale,1968-06-03,2024-03-28,40.4422684533,-79.9673443761,42003040200,West Oakland,6,5,2-10,4,3,Central,Schenley
5985798,174096,0026N00080000000,3344 WEBSTER AVE,City of Pittsburgh,1789,Vacant Land,R2-L,Public Sale,Sale Pending,Treasurer Sale,2007-11-30,2024-03-01,40.4535909465,-79.963441732,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
5985799,176017,0055J00167000000,4417 CHATSWORTH ST,City of Pittsburgh,5418,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2012-10-26,2024-03-12,40.4168262216,-79.9462297141,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
5985800,176138,0055N00005000000,4500 MONONGAHELA ST,City of Pittsburgh,3600,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2012-10-26,2024-03-12,40.4162551909,-79.9455510699,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
5985801,176139,0055N00007000000,4502 MONONGAHELA ST,City of Pittsburgh,15600,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,1983-12-05,2024-03-12,40.4160475731,-79.9454684911,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
5985802,1104067,0088E00155000000,0 HAZELWOOD AVE,City of Pittsburgh,2781,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2022-08-19,2024-03-21,40.4200055279,-79.9299472947,42003151700,Greenfield,5,15,2-12,4,3,Eastern,Schenley
5985803,985647,0014C00236000000,965 E WARRINGTON AVE,City of Pittsburgh,3125,Vacant Land,H,Public Sale,Sale Pending,Treasurer Sale,2018-04-20,2024-03-25,40.4220604662,-79.9891666877,42003180300,Allentown,3,18,4-6,3,4,Southern,Emerald
5985804,184000,0014D00026000000,0024  REGINA ST,City of Pittsburgh,2558,Vacant Land,H,Public Sale,Sale Pending,Treasurer Sale,1953-06-01,2024-03-01,40.4230661171,-79.9863702937,42003170600,South Side Slopes,3,17,4-6,3,4,Southern,McKinley
5985805,1104070,0014F00307000000,0 FREELAND ST,City of Pittsburgh,1875,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2022-08-19,2024-03-26,40.4193137629,-79.9928693233,42003180300,Allentown,3,18,4-6,3,4,Southern,Emerald
5985806,985701,0015M00210000000,210 SYLVANIA AVE,City of Pittsburgh,2562,Vacant Land,R2-H,Public Sale,Sale Pending,Treasurer Sale,2018-04-20,2024-03-28,40.4171448604,-80.0033602729,42003562400,Beltzhoover,3,18,4-16,3,4,Southern,McKinley
5985807,914272,0015R00245000000,0  GEARING AVE,City of Pittsburgh,4500,Vacant Land,R2-H,Public Sale,Available for Sale,Treasurer Sale,2016-08-19,2024-03-06,40.4149813799,-80.0045656678,42003562400,Beltzhoover,3,18,4-16,3,4,Southern,McKinley
5985808,914273,0015R00249000000,815  GEARING AVE,City of Pittsburgh,2500,Vacant Land,R2-H,Public Sale,Available for Sale,Treasurer Sale,2016-08-19,2024-03-06,40.4152277185,-80.0045733447,42003562400,Beltzhoover,3,18,4-16,3,4,Southern,McKinley
5985809,977846,0033F00092000000,215 SUNCREST ST,City of Pittsburgh,6000,Vacant Land,R1D-M,Public Sale,Sale Pending,Treasurer Sale,2017-09-01,2024-03-21,40.4107400743,-79.9912225037,42003300100,Knoxville,3,30,4-7,3,4,Southern,McKinley
5985810,177438,0094E00242000000,2415 DIEHL AVE,City of Pittsburgh,3950,Vacant Land,R1D-L,Public Sale,Sale Pending,Treasurer Sale,1995-09-29,2024-03-18,40.3905969455,-79.9799170571,42003290400,Carrick,4,29,4-15,3,4,Southern,McKinley
5985811,549829,0006G00185000000,233  AUGUSTA ST,City of Pittsburgh,4000,Vacant Land,R1A-H,Public Sale,Sale Pending,Treasurer Sale,2016-04-29,2024-03-18,40.4381786006,-80.0224493774,42003191100,Duquesne Heights,2,19,4-1,3,5,Southern,Emerald
5985812,184394,0040C00160000000,510  STRATMORE AV,City of Pittsburgh,1176,Building,R2-L,Public Sale,Sale Pending,Treasurer Sale,2013-10-25,2024-03-22,40.4417292622,-80.0568695111,42003281500,Crafton Heights,2,28,1-18,6,5,Northern,Emerald
5985813,184395,0040C00161000000,512  STRATMORE AV,City of Pittsburgh,1159,Building,R2-L,Public Sale,Sale Pending,Treasurer Sale,2013-10-25,2024-03-22,40.4417743374,-80.0568971819,42003281500,Crafton Heights,2,28,1-18,6,5,Northern,Emerald
5985814,184399,0040C00162000000,514  STRATMORE AV,City of Pittsburgh,1166,Building,R2-L,Public Sale,Sale Pending,Treasurer Sale,2013-10-25,2024-03-22,40.4418126617,-80.0569213122,42003281500,Crafton Heights,2,28,1-18,6,5,Northern,Emerald
5985815,1240919,,CSX006414,City of Pittsburgh,,Not Classified,,,Permanent City Ownership,,,2024-12-26,,,,,,,,,,,
5985816,184055,0138C00400000000,REAR  SUNNYLAND AVE,City of Pittsburgh,86371,Vacant Land,R1D-L,Hold for Study,Permanent City Ownership,Treasurer Sale,2015-08-14,2024-12-02,40.383141234675776,-79.98985777561417,42003320400,Overbrook,4,32,4-23,3,4,Southern,McKinley
5985817,914226,0013C00383000000,490  STERLING ST,City of Pittsburgh,3233,Vacant Land,H,Park,Permanent City Ownership,Treasurer Sale,2016-08-19,2024-12-05,40.421745929,-79.9742121749,42003160800,South Side Slopes,3,16,4-22,3,4,Southern,McKinley
5985818,177137,0081R00098000000,5224 NORA WAY,City of Pittsburgh,1460,Vacant Land,H,Potential Greenway,Hold for Study,Treasurer Sale,1972-06-05,2024-12-12,40.4727762648,-79.9382951237,42003101600,Garfield,9,10,3-4,5,2,Central,Highland
5985819,177145,0081R00120000000,5220 MOSSFIELD ST,City of Pittsburgh,3318,Vacant Land,H,Potential Greenway,Hold for Study,Treasurer Sale,1969-06-02,2024-12-12,40.4729275083,-79.9382883585,42003101600,Garfield,9,10,3-4,5,2,Central,Highland
5985820,177146,0081R00124000000,5212 MOSSFIELD ST,City of Pittsburgh,3654,Vacant Land,H,Potential Greenway,Hold for Study,Treasurer Sale,1949-06-06,2024-12-12,40.4728113429,-79.9386014035,42003101600,Garfield,9,10,3-4,5,2,Central,Highland
5985821,177147,0081R00125000000,5210 MOSSFIELD ST,City of Pittsburgh,3801,Building,H,Potential Greenway,Hold for Study,Treasurer Sale,1975-06-02,2024-12-12,40.4727987102,-79.9386728316,42003101600,Garfield,9,10,3-4,5,2,Central,Highland
5985822,177149,0081R00133000000,5162 MOSSFIELD ST,City of Pittsburgh,4000,Vacant Land,H,Potential Greenway,Hold for Study,Treasurer Sale,1949-06-06,2024-12-12,40.4727062873,-79.939302662,42003101600,Garfield,9,10,3-4,5,2,Central,Highland
5985823,1083151,0050M00130000000,5414 BROAD ST,City of Pittsburgh,2250,Vacant Land,R2-H,Public Sale,Sale Pending,Treasurer Sale,2021-10-15,2024-12-03,40.4653063378,-79.9353106262,42003111400,Garfield,9,11,3-4,5,2,Central,Highland
5985824,550026,0050M00241000000,5436  ROSETTA ST,City of Pittsburgh,,Vacant Land,R2-H,Public Sale,Sale Pending,Treasurer Sale,2016-04-29,2024-12-09,40.4665937286,-79.9336401359,42003111400,Garfield,9,11,3-4,5,2,Central,Highland
5985825,914388,0056J00225000000,295  W ELIZABETH ST,City of Pittsburgh,2880,Vacant Land,R1A-VH,Public Sale,Sale Pending,Treasurer Sale,2016-10-28,2024-12-02,40.4068408341,-79.9461365017,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
5985826,987970,0047A00296000000,1136 SOUTH SIDE AVE,City of Pittsburgh,2760,Building,R1D-L,Public Sale,Sale Pending,Treasurer Sale,2018-08-17,2024-12-13,40.4703557456,-79.9954073212,42003262000,Spring Hill-City View,1,26,1-11,1,1,Northern,Riverview
5985827,176961,0076K00200000000,3206 ROTHPLETZ ST,City of Pittsburgh,2500,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2009-07-31,2024-12-05,40.4756587082,-80.0272816472,42003271500,Marshall-Shadeland,6,27,1-14,1,1,Northern,Riverview
5985828,914222,0011H00046000000,3100  TERRACE ST,City of Pittsburgh,3400,Vacant Land,R1A-H,CDC Property Reserve,Sale Pending,Treasurer Sale,2016-08-19,2018-01-26,40.4398349983,-79.9674427,42003040200,West Oakland,6,4,2-10,4,3,Central,Schenley
5985829,914293,0024D00152000000,1542  LOWRIE ST,City of Pittsburgh,2070,Building,LNC,CDC Property Reserve,Sale Pending,Treasurer Sale,2016-10-28,2018-01-26,40.4623784439,-79.9839935355,42003240600,Troy Hill,1,24,1-2,1,1,Northern,Riverview
5985830,549949,0024F00211000000,1037  SPRING GARDEN AVE,City of Pittsburgh,,Vacant Land,NDI,CDC Property Reserve,Sale Pending,Treasurer Sale,2016-04-29,2018-01-26,40.4589260166,-79.9936576664,42003241200,Spring Garden,1,24,1-5,1,1,Northern,Riverview
5985831,171450,0004J00002000000,64 RUBICON ST,City of Pittsburgh,2750,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,1949-06-06,2018-01-03,40.4272018109,-80.0161101021,42003191400,Mount Washington,2,19,4-27,3,5,Southern,Emerald
5985832,171469,0004N00151000000,WADE ST,City of Pittsburgh,10807,Vacant Land,P,Hold for Study,Hold for Study,,1976-11-30,2018-01-03,40.4241819321,-80.0128285874,42003191400,Mount Washington,2,19,4-27,3,5,Southern,Emerald
5985833,171547,0005D00217000000,410 MERIDAN ST,City of Pittsburgh,1200,Vacant Land,R1D-M,Hold for Study,Hold for Study,Treasurer Sale,1959-06-01,2018-01-03,40.4322890143,-80.0200973672,42003191100,Duquesne Heights,2,19,4-1,3,5,Southern,Emerald
5985834,171608,0005G00286000000,741 LIME ST,City of Pittsburgh,3160,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,1985-10-07,2018-01-03,40.4290994924,-80.0236736886,42003191100,Duquesne Heights,2,20,4-1,3,5,Southern,Emerald
5985835,171609,0005G00289000000,737 LIME ST,City of Pittsburgh,2975,Vacant Land,UI,Hold for Study,Hold for Study,Treasurer Sale,2012-10-26,2018-01-03,40.4291973696,-80.0236764718,42003191100,Duquesne Heights,2,20,4-1,3,5,Southern,Emerald
5985836,954219,0005G00296000000,719 LIME ST,City of Pittsburgh,4944,Vacant Land,UI,Hold for Study,Hold for Study,,2015-02-04,2018-01-03,40.4295737834,-80.0238038081,42003191100,Duquesne Heights,2,20,4-1,3,5,Southern,Emerald
5985837,954220,0005G00297000000,0 LIME ST,City of Pittsburgh,899,Vacant Land,UI,Hold for Study,Hold for Study,,1984-01-18,2018-01-03,40.4297180662,-80.0238671076,42003191100,Duquesne Heights,2,20,4-1,3,5,Southern,Emerald
5985838,954221,0005G00299000000,715 LIME ST,City of Pittsburgh,2528,Vacant Land,UI,Hold for Study,Hold for Study,,2012-09-12,2018-01-03,40.4298393038,-80.0239226445,42003191100,Duquesne Heights,2,20,4-1,3,5,Southern,Emerald
5985839,171753,0006G00058000000,118 RUTLEDGE ST,City of Pittsburgh,1400,Vacant Land,R1A-H,Hold for Study,Hold for Study,Treasurer Sale,1967-06-05,2018-01-03,40.4394710062,-80.0226997777,42003191100,Duquesne Heights,2,19,4-1,3,5,Southern,Emerald
5985840,171809,0007B00320000000,1442 W NORTH AVE,City of Pittsburgh,5952,Vacant Land,R2-H,Hold for Study,Hold for Study,Treasurer Sale,1989-09-18,2018-01-03,40.4521406832,-80.0275674102,42003210700,Manchester,6,21,1-8,1,1,Northern,Riverview
5985841,171824,0007N00070000000,98 STEUBEN ST,City of Pittsburgh,3500,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,2002-09-27,2018-01-03,40.4430379004,-80.032428254,42003562600,Elliott,2,20,1-17,6,5,Northern,Emerald
5985842,172253,0011F00009000000,218 LOMBARD ST,City of Pittsburgh,1956,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1965-06-07,2018-01-03,40.4395752394,-79.9785117206,42003030500,Crawford-Roberts,6,3,2-1,2,3,Central,Schenley
5985843,172256,0011F00035000000,2001 COLWELL ST,City of Pittsburgh,4400,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1972-06-05,2018-01-03,40.4391114549,-79.9774208738,42003030500,Crawford-Roberts,6,5,2-1,2,3,Central,Schenley
5985844,172257,0011F00037000000,2013 COLWELL ST,City of Pittsburgh,8870,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,2008-06-27,2018-01-03,40.439096738,-79.9771714854,42003030500,Crawford-Roberts,6,5,2-1,2,3,Central,Schenley
5985845,172258,0011F00042000000,2015 COLWELL ST,City of Pittsburgh,2834,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,2008-06-27,2018-01-03,40.4391026696,-79.9769625753,42003030500,Crawford-Roberts,6,5,2-1,2,3,Central,Schenley
5985846,172259,0011F00043000000,2017 COLWELL ST,City of Pittsburgh,3700,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1953-06-01,2018-01-03,40.4390861099,-79.9768446718,42003030500,Crawford-Roberts,6,5,2-1,2,3,Central,Schenley
5985847,172260,0011F00045000000,2019 COLWELL ST,City of Pittsburgh,2200,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1950-06-06,2018-01-03,40.439082206,-79.976735673,42003030500,Crawford-Roberts,6,5,2-1,2,3,Central,Schenley
5985848,172261,0011F00046000000,2021 COLWELL ST,City of Pittsburgh,2200,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1983-12-05,2018-01-03,40.4390796901,-79.976654404,42003030500,Crawford-Roberts,6,5,2-1,2,3,Central,Schenley
5985849,184211,0011F00047000000,2023  COLWELL ST,City of Pittsburgh,2200,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,2014-10-24,2018-01-03,40.4390725298,-79.9765753081,42003030500,Crawford-Roberts,6,5,2-1,2,3,Central,Schenley
5985850,172262,0011F00049000000,2027 COLWELL ST,City of Pittsburgh,2200,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1983-12-05,2018-01-03,40.4390664195,-79.9764110392,42003030500,Crawford-Roberts,6,5,2-1,2,3,Central,Schenley
5985851,172263,0011F00050000000,2029 COLWELL ST,City of Pittsburgh,2200,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1985-10-07,2018-01-03,40.4390650532,-79.9763316711,42003030500,Crawford-Roberts,6,5,2-1,2,3,Central,Schenley
5985852,172264,0011F00051000000,2031 COLWELL ST,City of Pittsburgh,2200,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1985-10-07,2018-01-03,40.4390587489,-79.9762530185,42003030500,Crawford-Roberts,6,5,2-1,2,3,Central,Schenley
5985853,172265,0011F00052000000,2033 COLWELL ST,City of Pittsburgh,2200,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,1950-06-05,2018-01-03,40.4390615561,-79.9761757654,42003030500,Crawford-Roberts,6,5,2-1,2,3,Central,Schenley
5985854,172266,0011F00053000000,2035 COLWELL ST,City of Pittsburgh,2703,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,2008-06-27,2018-01-03,40.4390731015,-79.9760972609,42003030500,Crawford-Roberts,6,5,2-1,2,3,Central,Schenley
5985855,172268,0011F00192000000,2041 43 WYANDOTTE ST,City of Pittsburgh,63162,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,1949-07-05,2018-01-03,40.4389905174,-79.9751783005,42003040200,West Oakland,6,4,2-1,4,3,Central,Schenley
5985856,172269,0011G00084000000,40 ORR ST,City of Pittsburgh,4439,Vacant Land,R2-VH,Hold for Study,Hold for Study,Treasurer Sale,2012-03-09,2018-01-03,40.4389843714,-79.9733324145,42003040200,West Oakland,6,4,2-1,4,3,Central,Schenley
5985857,172270,0011G00086000000,32 ORR ST,City of Pittsburgh,2145,Vacant Land,R2-VH,Hold for Study,Hold for Study,Treasurer Sale,2012-03-09,2018-01-03,40.4390654013,-79.9733231471,42003040200,West Oakland,6,4,2-1,4,3,Central,Schenley
5985858,184456,0011J00157000000,1916  FORBES,City of Pittsburgh,988,Vacant Land,NDI,Hold for Study,Hold for Study,Unknown,2009-05-01,2018-01-03,40.4372012889,-79.9788616902,42003010300,Bluff,6,1,2-1,2,3,Central,Schenley
5985859,172293,0011J00215000000,1849 LOCUST ST,City of Pittsburgh,144,Not Classified,R1A-H,Hold for Study,Hold for Study,Treasurer Sale,1955-06-06,2018-01-03,40.4366850936,-79.979781073,42003010300,Bluff,6,1,2-1,2,3,Central,Schenley
5985860,172297,0011K00151000000,2023 TUSTIN ST,City of Pittsburgh,918,Vacant Land,R1A-H,Hold for Study,Hold for Study,Treasurer Sale,1994-09-26,2018-01-03,40.4369523597,-79.9768611,42003010300,Bluff,6,1,2-1,2,3,Central,Schenley
5985861,172298,0011K00155000000,2027 TUSTIN ST,City of Pittsburgh,1044,Vacant Land,R1A-H,Hold for Study,Hold for Study,Treasurer Sale,2008-06-27,2018-01-03,40.4369512936,-79.9767470058,42003010300,Bluff,6,1,2-1,2,3,Central,Schenley
5985862,172531,0014C00239000000,942 SAINT MARTIN ST,City of Pittsburgh,1475,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,1973-06-04,2018-01-03,40.4221432737,-79.9893468576,42003180300,Allentown,3,18,4-6,3,5,Southern,Emerald
5985863,172532,0014C00245000000,951 E WARRINGTON AVE,City of Pittsburgh,3125,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,1988-09-19,2018-01-03,40.4220518904,-79.9897969665,42003180300,Allentown,3,18,4-6,3,5,Southern,Emerald
5985864,172573,0014H00134000000,2648 QUARRY ST,City of Pittsburgh,1878,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,1950-06-06,2018-01-03,40.4197139856,-79.9862963499,42003170600,South Side Slopes,3,17,4-22,3,3,Southern,Schenley
5985865,172574,0014H00140000000,2652 QUARRY ST,City of Pittsburgh,12871,Vacant Land,H,Hold for Study,Hold for Study,,2000-03-11,2018-01-03,40.4196644813,-79.9864424742,42003170600,South Side Slopes,3,17,4-22,3,3,Southern,Schenley
5985866,172575,0014H00142000000,2627 QUARRY ST,City of Pittsburgh,7882,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,1950-06-05,2018-01-03,40.4197926421,-79.9853613179,42003170600,South Side Slopes,3,17,4-22,3,3,Southern,Schenley
5985867,172637,0015F00128000000,626 CURTIS ST,City of Pittsburgh,11644,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,1989-09-18,2018-01-03,40.4207791235,-80.0093446636,42003191500,Mount Washington,2,19,4-27,3,5,Southern,Emerald
5985868,172757,0016J00014000000,1202 CRANE AVE,City of Pittsburgh,23712,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,1965-06-07,2018-01-03,40.4175956117,-80.0326502239,42003202300,Banksville,2,20,4-9,6,5,Northern,Emerald
5985869,172764,0016N00172000000,1324 ALVERADO AVE,City of Pittsburgh,4226,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,1947-06-02,2018-01-03,40.4146763593,-80.0288350679,42003191600,Beechview,2,20,4-28,6,5,Southern,Emerald
5985870,954265,0018C00153000000,0 VERNA ST,City of Pittsburgh,14234,Vacant Land,P,Hold for Study,Hold for Study,,2006-12-04,2018-01-03,40.431083041,-80.0386140622,42003563100,Ridgemont,2,20,1-18,6,5,Northern,Emerald
5985871,172780,0018C00157000000,114 VERNA ST,City of Pittsburgh,3150,Vacant Land,P,Hold for Study,Hold for Study,,1914-06-20,2018-01-03,40.4314292587,-80.0383112856,42003563100,Ridgemont,2,20,1-18,6,5,Northern,Emerald
5985872,954266,0018C00165000000,0 VERNA ST,City of Pittsburgh,7929,Vacant Land,P,Hold for Study,Hold for Study,,2015-02-04,2018-01-03,40.4318820297,-80.0379123607,42003563100,Ridgemont,2,20,1-18,6,5,Northern,Emerald
5985873,954267,0018C00169000000,0 SARAH ST,City of Pittsburgh,4650,Vacant Land,P,Hold for Study,Hold for Study,,2015-02-04,2018-01-03,40.4320857815,-80.037735466,42003563100,Ridgemont,2,20,1-18,6,5,Northern,Emerald
5985874,172800,0018G00097000000,0 RIDGEMONT DR,City of Pittsburgh,800,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,1967-06-05,2018-01-03,40.4306488784,-80.038624314,42003563100,Ridgemont,2,20,1-18,6,5,Northern,Emerald
5985875,172811,0018H00146000000,0217 ALBANY ST,City of Pittsburgh,2200,Vacant Land,R1D-L,Hold for Study,Hold for Study,Treasurer Sale,1944-06-05,2018-01-03,40.4297596,-80.0348678261,42003563100,Ridgemont,2,20,1-18,6,5,Northern,Emerald
5985876,172812,0018H00147000000,0219 ALBANY ST,City of Pittsburgh,2200,Vacant Land,R1D-L,Hold for Study,Hold for Study,Treasurer Sale,1956-06-04,2018-01-03,40.4297638103,-80.0349495739,42003563100,Ridgemont,2,20,1-18,6,5,Northern,Emerald
5985877,172813,0018H00148000000,0221 SYRACUSE ST,City of Pittsburgh,2200,Vacant Land,R1D-L,Hold for Study,Hold for Study,Treasurer Sale,1944-06-05,2018-01-03,40.4297677857,-80.0350187383,42003563100,Ridgemont,2,20,1-18,6,5,Northern,Emerald
5985878,172814,0018H00172000000,200 RHODE ISLAND AVE,City of Pittsburgh,49223,Vacant Land,R1D-L,Hold for Study,Hold for Study,Treasurer Sale,1944-06-05,2018-01-03,40.4294977991,-80.036063117,42003563100,Ridgemont,2,20,1-18,6,5,Northern,Emerald
5985879,172838,0019C00009000000,111 HERNDON ST,City of Pittsburgh,5616,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,1950-06-05,2018-01-03,40.4427081127,-80.0374868671,42003562600,Elliott,2,20,1-17,6,5,Northern,Emerald
5985880,172839,0019C00011000000,113 HERNDON ST,City of Pittsburgh,10000,Vacant Land,H,Hold for Study,Hold for Study,,1914-07-11,2018-01-03,40.4428653932,-80.0372272247,42003562600,Elliott,2,20,1-17,6,5,Northern,Emerald
5985881,172840,0019C00026000000,110 HERNDON ST,City of Pittsburgh,10965,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,1950-06-05,2018-01-03,40.4423209211,-80.037297578,42003562600,Elliott,2,20,1-17,6,5,Northern,Emerald
